OID_,ELEMENT,SUBELEMENT,NAME,Scientific_name,SF,NHP,DATE_PUB,CONC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC_,SEASSUM,Spawning,Eggs,Larvae,Juveniles,Adults,RARNUM,BREED
112,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,-,-,-,MAY-DEC,MAR-JUL,52000109,5200028
113,FISH,Estuarine Nursery Fish,Atlantic menhaden,Brevoortia tyrannus, , ,0,-, , , , ,X,X,X,X, , , , ,May-Aug,-,-,-,MAY-AUG,MAY-AUG,52000109,5200049
114,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,APR-OCT,52000109,5200041
115,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-APR,MAY-AUG,JAN-DEC,52000109,5200035
116,FISH,Estuarine Nursery Fish,Bay anchovy,Anchoa mitchilli, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-SEP,MAY-SEP,JUN-SEP,AUG-OCT,JAN-DEC,52000109,5200048
117,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,-,-,-,MAY-DEC,MAR-JUL,52000109,5200025
118,FISH,Estuarine Nursery Fish,Bluefish,Pomatomus saltatrix, , ,0,-, , , , , ,X,X,X,X,X, , ,Jun-Oct,-,-,-,JUN-OCT,JUN-SEP,52000109,5200017
119,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000109,5200032
120,FISH,Marine Benthic Fish,Gobies, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000109,5200092
121,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,MAY-OCT,MAY-OCT,JAN-DEC,MAY-OCT,52000109,5200081
122,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000109,5200076
123,FISH,Estuarine Resident,Northern pipefish,Syngnathus fuscus, , ,0,-, , , ,X,X,X,X,X,X,X, , ,Apr-Oct,MAY-AUG,-,-,APR-OCT,APR-OCT,52000109,5200084
124,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,OCT-APR,52000109,5200019
125,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000109,5200039
126,FISH,Estuarine Resident,Silversides, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000109,5200077
127,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,APR-JUN,JAN-DEC,JAN-DEC,52000109,5200046
128,FISH,Estuarine Nursery Fish,Striped mullet,Mugil cephalus, , ,0,-, , , , ,X,X,X,X, , , , ,May-Aug,-,-,-,MAY-AUG,MAY-AUG,52000109,5200050
129,FISH,Estuarine Nursery Fish,Summer flounder,Paralichthys dentatus, , ,0,-, , , , ,X,X,X,X, , , , ,May-Aug,-,-,-,-,MAY-AUG,52000109,5200047
130,FISH,Marine Benthic Fish,Tautog,Tautoga onitis, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000109,5200033
131,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000109,5200031
132,FISH,Marine Pelagic Fish,Weakfish,Cynoscion squamipinnis, , ,0,-, , , , ,X,X,X,X,X,X, , ,May-Oct,MAY-JUL,-,-,JUL-OCT,MAY-JUL,52000109,5200086
133,FISH,Estuarine Nursery Fish,White mullet,Mugil curema, , ,0,-, , , , ,X,X,X,X, , , , ,May-Aug,-,-,-,MAY-AUG,MAY-AUG,52000109,5200061
134,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,MAY-JUL,MAY-JUL,JAN-DEC,JAN-DEC,52000109,5200052
135,FISH,Estuarine Nursery Fish,Winter flounder,Pleuronectes americanus, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000109,5200030
136,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,-,-,APR-JUN,MAY-DEC,MAR-JUL,52000110,5200022
137,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000110,5200034
138,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,-,-,-,MAY-DEC,MAR-JUL,52000110,5200028
139,FISH,Estuarine Nursery Fish,Atlantic menhaden,Brevoortia tyrannus, , ,0,-, , , , ,X,X,X,X, , , , ,May-Aug,-,-,-,MAY-AUG,MAY-AUG,52000110,5200049
140,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,APR-OCT,52000110,5200041
141,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-APR,MAY-AUG,JAN-DEC,52000110,5200035
142,FISH,Estuarine Nursery Fish,Bay anchovy,Anchoa mitchilli, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-SEP,MAY-SEP,JUN-SEP,AUG-OCT,JAN-DEC,52000110,5200048
143,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,-,-,-,MAY-DEC,MAR-JUL,52000110,5200025
144,FISH,Estuarine Nursery Fish,Bluefish,Pomatomus saltatrix, , ,0,-, , , , , ,X,X,X,X,X, , ,Jun-Oct,-,-,-,JUN-OCT,JUN-SEP,52000110,5200017
145,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000110,5200032
146,FISH,Marine Benthic Fish,Gobies, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000110,5200092
147,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-OCT,MAY-OCT,MAY-OCT,JAN-DEC,MAY-OCT,52000110,5200080
148,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000110,5200076
149,FISH,Estuarine Resident,Northern pipefish,Syngnathus fuscus, , ,0,-, , , ,X,X,X,X,X,X,X, , ,Apr-Oct,MAY-AUG,-,-,APR-OCT,APR-OCT,52000110,5200084
150,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,OCT-APR,52000110,5200019
151,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000110,5200039
152,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000081,5200068
153,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200073
154,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000081,5200072
155,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000081,5200057
156,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200078
157,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000081,5200062
158,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200075
159,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000081,5200065
160,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200059
161,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200089
162,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000081,5200070
163,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000081,5200085
164,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000081,5200055
165,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200069
166,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200074
167,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200072
168,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200058
169,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200063
170,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000082,5200075
171,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200066
172,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200071
173,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000082,5200085
174,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200069
175,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200074
176,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200072
177,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200058
178,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200079
179,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200063
180,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000083,5200075
181,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200066
182,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200060
183,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200071
184,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200085
185,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000083,5200056
186,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-APR,MAY-AUG,JAN-DEC,52000084,5200035
187,FISH,Estuarine Nursery Fish,Bay anchovy,Anchoa mitchilli, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-SEP,MAY-SEP,JUN-SEP,AUG-OCT,JAN-DEC,52000084,5200048
188,FISH,Estuarine Nursery Fish,Bluefish,Pomatomus saltatrix, , ,0,-, , , , , ,X,X,X,X,X, , ,Jun-Oct,-,-,-,JUN-OCT,-,52000084,5200018
189,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000084,5200032
190,FISH,Marine Benthic Fish,Gobies, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000084,5200092
191,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-OCT,JAN-DEC,NOV-APR,52000084,5200082
192,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000084,5200076
193,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,OCT-APR,52000084,5200019
194,FISH,Estuarine Resident,Silversides, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000084,5200077
195,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000084,5200031
196,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000084,5200054
197,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-APR,MAY-AUG,JAN-DEC,52000085,5200035
198,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000085,5200032
199,FISH,Marine Benthic Fish,Gobies, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000085,5200092
200,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-OCT,JAN-DEC,NOV-APR,52000085,5200082
201,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000085,5200076
202,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,OCT-APR,52000085,5200019
203,FISH,Estuarine Resident,Silversides, , , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000085,5200077
204,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000085,5200031
205,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JAN-DEC,JAN-DEC,52000085,5200053
206,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000086,5200024
207,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000086,5200034
208,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000086,5200029
209,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,APR-OCT,52000086,5200041
210,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000086,5200027
211,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000086,5200068
212,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000086,5200073
213,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000086,5200072
214,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000086,5200057
215,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000086,5200032
216,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000086,5200078
217,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000086,5200083
218,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000086,5200076
219,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000086,5200062
220,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000086,5200075
221,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,APR-JUL,MAY-AUG,MAY-AUG,JAN-DEC,52000086,5200040
