OID_,ELEMENT,SUBELEMENT,NAME,Scientific_name,SF,NHP,DATE_PUB,CONC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC_,SEASSUM,Spawning,Eggs,Larvae,Juveniles,Adults,RARNUM,BREED
327,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,HIGH,X,X,X, , , , , , ,X,X,X,Oct-Mar,-,-,-,-,OCT-MAR,52000091,5200067
328,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000091,5200059
329,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-JUN,APR-JUN,APR-JUN,JAN-DEC,MAR-NOV,52000091,5200045
330,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000091,5200089
331,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000091,5200031
332,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000091,5200070
333,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000091,5200085
334,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000091,5200054
335,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000091,5200055
336,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000092,5200068
337,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200073
338,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000092,5200072
339,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000092,5200057
340,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000092,5200032
341,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200078
342,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000092,5200083
343,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200076
344,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000092,5200062
345,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200075
346,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000092,5200065
347,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200059
348,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200089
349,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000092,5200031
350,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000092,5200070
351,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000092,5200085
352,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000092,5200054
353,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000092,5200055
354,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000093,5200024
355,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000093,5200034
356,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000093,5200029
357,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-AUG,JAN-DEC,APR-OCT,52000093,5200042
358,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000093,5200037
359,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000093,5200027
360,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000093,5200068
361,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200073
362,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000093,5200072
363,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000093,5200057
364,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000093,5200032
365,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200078
366,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000093,5200083
367,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200076
368,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000093,5200062
369,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200075
370,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000093,5200021
371,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000093,5200039
372,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000093,5200065
373,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200059
374,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-JUN,APR-JUN,APR-JUN,JAN-DEC,MAR-NOV,52000093,5200045
375,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200089
376,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000093,5200031
377,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000093,5200070
378,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000093,5200085
379,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000093,5200054
380,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000093,5200055
381,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000094,5200024
382,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000094,5200034
383,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000094,5200029
384,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-AUG,JAN-DEC,APR-OCT,52000094,5200042
385,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000094,5200037
386,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000094,5200027
387,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000094,5200068
388,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200073
389,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000094,5200072
390,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000094,5200057
391,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000094,5200032
392,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200078
393,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000094,5200083
394,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200076
395,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000094,5200062
396,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,HIGH,X,X,X, , , , , , ,X,X,X,Oct-Mar,-,-,-,-,OCT-MAR,52000094,5200064
397,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200075
398,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000094,5200021
399,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000094,5200039
400,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000094,5200065
401,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,HIGH,X,X,X, , , , , , ,X,X,X,Oct-Mar,-,-,-,-,OCT-MAR,52000094,5200067
402,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200059
403,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-JUN,APR-JUN,APR-JUN,JAN-DEC,MAR-NOV,52000094,5200045
404,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200089
405,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000094,5200031
406,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000094,5200070
407,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000094,5200085
408,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000094,5200054
409,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200055
410,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200024
411,FISH,Freshwater Fish,American brook lamprey,Lampetra appendix, ,G4,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-DEC,-,-,52000095,5200090
412,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000095,5200034
413,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200029
414,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-AUG,JAN-DEC,APR-OCT,52000095,5200042
415,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000095,5200037
416,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200027
417,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000095,5200068
418,FISH,Freshwater Fish,Bridle shiner,Notropis bifrenatus, ,G3,200705,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200091
419,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200073
420,FISH,Freshwater Fish,Central mudminnow,Umbra limi, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200088
421,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000095,5200072
422,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000095,5200057
423,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000095,5200032
424,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200078
425,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000095,5200083
426,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200076
427,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000095,5200062
428,FISH,Freshwater Fish,Northern hog sucker,Hypentelium nigricans, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000095,5200087
429,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200075
430,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000095,5200021
431,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000095,5200039
432,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000095,5200065
433,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200059
